Month_Start,Store ID,Product ID,Demand Forecast,Units Sold,Units Ordered,Price,Competitor Pricing,Discount,Inventory Level,Holiday/Promotion,Category,Region,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny
2023-01-01,S003,P0014,2232.36,2206,839,58.653333333333336,60.10666666666666,9.166666666666666,349.0,7,Toys,East,2,4,3,3
2023-01-01,S003,P0015,1364.15,1364,1056,60.693333333333335,59.1575,10.416666666666666,262.8333333333333,8,Groceries,North,4,2,2,4
2023-01-01,S003,P0016,1994.37,1914,1347,63.475833333333334,64.74916666666667,8.75,281.6666666666667,7,Clothing,South,4,4,2,2
2023-01-01,S003,P0017,1405.26,1335,1165,64.85666666666667,65.30583333333333,8.75,227.75,7,Toys,West,5,2,1,4
2023-01-01,S003,P0018,1419.47,1326,1300,55.028333333333336,55.0725,9.166666666666666,271.25,7,Clothing,West,4,1,3,4
2023-01-01,S003,P0019,1933.73,1888,972,56.33583333333333,55.541666666666664,8.333333333333334,231.16666666666666,4,Furniture,South,2,2,4,4
2023-01-01,S003,P0020,1574.05,1542,1589,62.27916666666667,61.870000000000005,10.416666666666666,285.6666666666667,8,Electronics,South,3,2,3,4
2023-01-01,S004,P0001,2035.14,1924,1070,41.26,41.0925,9.166666666666666,256.9166666666667,8,Clothing,East,5,2,2,3
2023-01-01,S004,P0002,1461.42,1407,1384,58.76083333333333,58.15833333333333,8.333333333333334,216.58333333333334,5,Electronics,South,0,5,5,2
2023-01-01,S004,P0003,1512.69,1447,1355,47.17166666666666,47.0325,10.0,227.33333333333334,8,Toys,East,1,4,3,4
2023-01-01,S004,P0004,1997.3500000000001,1922,1377,56.607499999999995,57.32666666666666,10.833333333333334,295.0,7,Clothing,East,3,4,3,2
2023-01-01,S004,P0005,1442.6100000000001,1383,1541,69.55333333333333,70.12166666666667,6.25,263.5,8,Groceries,East,2,3,6,1
2023-01-01,S004,P0006,1481.82,1419,1446,57.01166666666666,58.47416666666667,9.166666666666666,259.8333333333333,5,Electronics,West,2,2,5,3
2023-01-01,S004,P0007,1773.1799999999998,1730,1678,44.48499999999999,45.44916666666666,9.583333333333334,274.4166666666667,6,Clothing,South,2,6,2,2
2023-01-01,S004,P0008,1023.78,942,1427,66.07583333333334,66.61083333333333,12.5,226.41666666666666,5,Electronics,East,4,5,3,0
2023-01-01,S004,P0009,1764.02,1676,1223,46.01833333333334,46.34583333333333,11.25,273.1666666666667,4,Clothing,North,4,0,3,5
2023-01-01,S004,P0010,1492.13,1402,1669,64.7375,65.4675,14.166666666666666,263.9166666666667,7,Groceries,East,5,2,3,2
2023-01-01,S004,P0011,1395.01,1360,1267,61.3425,61.715,5.0,253.5,6,Clothing,North,3,5,2,2
2023-01-01,S004,P0012,1937.4,1847,989,51.475,50.791666666666664,8.333333333333334,236.41666666666666,7,Groceries,East,2,2,7,1
2023-01-01,S004,P0013,1060.78,995,1178,54.7775,55.15416666666667,10.416666666666666,246.0,4,Toys,South,4,2,3,3
2023-01-01,S004,P0014,2403.9700000000003,2335,1239,63.520833333333336,62.58083333333334,12.5,313.6666666666667,6,Electronics,South,3,5,2,2
2023-01-01,S004,P0015,1900.72,1867,1473,56.413333333333334,57.01583333333334,10.416666666666666,311.0,6,Clothing,South,3,3,3,3
2023-01-01,S004,P0016,1766.3600000000001,1714,1349,42.19583333333333,42.975833333333334,10.0,270.25,7,Clothing,North,4,4,3,1
2023-01-01,S004,P0017,2276.3500000000004,2181,1541,57.35333333333333,58.134166666666665,8.75,291.5833333333333,8,Groceries,North,1,3,2,6
2023-01-01,S004,P0018,1938.83,1809,1371,51.416666666666664,50.7475,8.333333333333334,283.9166666666667,4,Electronics,West,5,2,2,3
2023-01-01,S004,P0019,2088.45,2040,1619,56.74,56.645833333333336,10.0,269.8333333333333,6,Clothing,West,3,2,3,4
2023-01-01,S004,P0020,1924.6,1842,1281,60.879999999999995,61.590833333333336,5.833333333333333,261.5833333333333,5,Groceries,South,6,1,3,2
2023-01-01,S005,P0001,1406.32,1329,1066,42.55583333333333,42.149166666666666,10.416666666666666,236.83333333333334,4,Toys,South,5,3,2,2
2023-01-01,S005,P0002,1638.27,1610,1392,50.07416666666666,50.3375,9.166666666666666,232.66666666666666,6,Toys,East,1,3,4,4
2023-01-01,S005,P0003,1859.98,1791,1326,65.18166666666667,65.375,11.25,269.75,6,Electronics,North,2,3,5,2
2023-01-01,S005,P0004,2191.65,2178,1524,59.3525,58.125,10.833333333333334,298.5,4,Furniture,South,2,1,4,5
2023-01-01,S005,P0005,1447.55,1414,1459,46.22416666666667,47.255,8.75,199.33333333333334,5,Electronics,East,2,1,6,3
2023-01-01,S005,P0006,2615.28,2583,1443,50.48416666666666,50.69166666666666,11.666666666666666,332.5833333333333,3,Groceries,North,0,6,3,3
2023-01-01,S005,P0007,2028.11,1925,1463,55.65083333333334,55.0975,8.333333333333334,249.66666666666666,7,Toys,East,2,1,4,5
2023-01-01,S005,P0008,1616.24,1469,1602,58.85333333333333,57.41083333333333,7.083333333333333,256.4166666666667,8,Clothing,East,3,1,3,5
2023-01-01,S005,P0009,1543.24,1457,910,72.93833333333333,73.3275,8.333333333333334,273.8333333333333,7,Groceries,South,3,3,4,2
2023-01-01,S005,P0010,1934.91,1856,1368,66.80083333333333,66.94083333333333,9.583333333333334,335.5,10,Clothing,South,2,3,4,3
2023-01-01,S005,P0011,1209.25,1155,1500,43.762499999999996,44.15083333333334,7.5,287.0833333333333,6,Clothing,East,4,1,5,2
2023-01-01,S005,P0012,1239.31,1184,1264,60.67583333333334,59.29750000000001,11.666666666666666,249.5,7,Furniture,West,4,4,2,2
2023-01-01,S005,P0013,1975.74,1834,1563,53.99416666666667,56.51916666666667,12.5,258.75,9,Groceries,East,4,1,3,4
2023-01-01,S005,P0014,1835.76,1799,1451,58.163333333333334,58.3225,12.083333333333334,288.25,4,Electronics,West,4,3,0,5
2023-01-01,S005,P0015,1517.6,1455,1270,46.83833333333333,49.4125,14.166666666666666,263.25,5,Groceries,West,1,4,2,5
2023-01-01,S005,P0016,1578.38,1507,1231,55.64666666666667,56.28,7.5,287.0,7,Groceries,East,3,1,3,5
2023-01-01,S005,P0017,1926.8799999999999,1858,1397,53.48333333333333,52.24666666666667,9.166666666666666,229.0,6,Furniture,North,4,3,3,2
2023-01-01,S005,P0018,1340.37,1284,1251,61.52916666666667,62.34583333333333,7.5,209.75,6,Toys,East,2,4,3,3
2023-01-01,S005,P0019,1491.17,1435,1295,61.94416666666667,61.99583333333334,9.583333333333334,247.66666666666666,6,Toys,East,3,4,4,1
2023-01-01,S005,P0020,1260.8400000000001,1147,1194,57.67916666666667,54.68333333333334,4.166666666666667,252.41666666666666,5,Toys,East,4,3,1,4
2023-02-01,S001,P0001,1872.69,1846,1623,54.43333333333334,54.73416666666666,9.583333333333334,329.5,3,Clothing,South,2,4,1,5
2023-02-01,S001,P0002,2051.12,1942,1350,49.59,49.86083333333334,12.083333333333334,320.4166666666667,5,Toys,West,5,2,3,2
2023-02-01,S001,P0003,1438.74,1426,1502,66.83583333333333,66.89666666666666,9.583333333333334,262.5833333333333,9,Clothing,South,4,4,2,2
2023-02-01,S001,P0004,1025.06,1018,979,61.115,61.49416666666667,10.0,195.25,9,Clothing,North,3,2,5,2
2023-02-01,S001,P0005,1603.96,1536,1309,54.262499999999996,53.689166666666665,8.333333333333334,305.0833333333333,5,Groceries,South,2,3,2,5
2023-02-01,S001,P0006,1639.72,1549,1127,52.267500000000005,53.711666666666666,6.25,207.66666666666666,5,Furniture,West,4,4,2,2
2023-02-01,S001,P0007,1528.08,1491,1312,54.915,55.425000000000004,13.333333333333334,233.66666666666666,5,Toys,South,4,1,3,4
2023-02-01,S001,P0008,1306.21,1276,1168,40.62833333333334,40.25,7.5,274.5,9,Electronics,North,2,6,2,2
2023-02-01,S001,P0009,1763.36,1658,1193,71.91166666666668,71.28166666666667,9.583333333333334,247.66666666666666,6,Electronics,East,5,2,1,4
2023-02-01,S001,P0010,1400.95,1332,1447,62.354166666666664,63.66,11.25,288.9166666666667,6,Toys,South,3,3,3,3
2023-02-01,S001,P0011,1565.27,1470,1055,62.38666666666666,62.9975,10.833333333333334,240.91666666666666,8,Electronics,South,3,1,6,2
2023-02-01,S001,P0012,1105.18,1040,1397,52.78583333333333,53.1275,9.166666666666666,210.5,9,Electronics,South,4,2,2,4
2023-02-01,S001,P0013,1351.86,1280,1331,71.82333333333334,71.95416666666667,11.25,218.16666666666666,7,Toys,North,4,2,2,4
2023-02-01,S001,P0014,1187.37,1142,1015,59.449999999999996,59.73166666666666,8.75,242.16666666666666,8,Clothing,East,1,2,5,4
2023-02-01,S001,P0015,1843.71,1780,1437,53.76,53.13333333333333,8.75,250.66666666666666,2,Toys,South,2,5,2,3
2023-02-01,S001,P0016,1837.73,1764,1479,50.48666666666667,49.968333333333334,8.333333333333334,313.5833333333333,8,Groceries,West,3,3,3,3
2023-02-01,S001,P0017,1665.3,1636,1100,64.36333333333333,65.35666666666667,12.5,292.75,4,Groceries,South,4,2,1,5
2023-02-01,S001,P0018,2251.61,2184,1345,50.060833333333335,49.9175,10.0,290.4166666666667,4,Clothing,East,5,5,1,1
2023-02-01,S001,P0019,2370.59,2306,1073,42.64666666666667,42.770833333333336,10.0,321.0,6,Electronics,East,4,0,3,5
2023-02-01,S001,P0020,2021.8600000000001,1953,1628,65.2525,65.61583333333333,8.333333333333334,286.8333333333333,7,Toys,North,6,1,2,3
2023-02-01,S002,P0001,2430.63,2409,1124,56.32666666666666,56.41166666666667,7.916666666666667,318.75,3,Groceries,North,3,1,4,4
2023-02-01,S002,P0002,2064.46,1986,1422,50.251666666666665,49.60916666666666,11.25,259.5833333333333,8,Electronics,North,5,4,0,3
2023-02-01,S002,P0003,2007.27,1935,1316,41.516666666666666,42.67333333333334,5.0,302.25,4,Toys,North,3,2,2,5
2023-02-01,S002,P0004,1331.34,1223,1150,59.612500000000004,59.06916666666667,7.916666666666667,235.33333333333334,5,Groceries,East,1,2,4,5
2023-02-01,S002,P0005,1061.29,999,1153,50.40833333333333,50.05833333333334,10.0,216.75,7,Toys,North,2,1,5,4
2023-02-01,S002,P0006,1602.68,1514,1304,49.471666666666664,49.64083333333334,9.583333333333334,336.75,6,Groceries,East,4,3,2,3
2023-02-01,S002,P0007,1937.8600000000001,1842,1238,60.70416666666667,61.12,10.416666666666666,284.3333333333333,5,Furniture,North,3,5,0,4
2023-02-01,S002,P0008,1351.5700000000002,1299,1431,54.719166666666666,55.37833333333333,11.666666666666666,197.41666666666666,7,Clothing,South,2,4,4,2
2023-02-01,S002,P0009,1883.46,1793,1046,54.734166666666674,56.15,11.25,276.4166666666667,7,Groceries,North,6,3,1,2
2023-02-01,S002,P0010,1698.41,1597,1140,56.321666666666665,56.76833333333334,11.666666666666666,272.25,8,Clothing,North,2,2,6,2
2023-02-01,S002,P0011,1371.19,1327,1603,52.1925,52.285833333333336,12.5,253.91666666666666,8,Groceries,East,4,2,3,3
2023-02-01,S002,P0012,1471.18,1426,1175,45.564166666666665,44.53,13.75,235.0,7,Clothing,South,3,3,2,4
2023-02-01,S002,P0013,1361.54,1304,1420,44.05083333333334,43.5425,10.0,229.5,8,Groceries,East,4,2,4,2
2023-02-01,S002,P0014,2006.5,1979,1315,64.03583333333334,64.57333333333334,8.75,327.9166666666667,9,Electronics,West,4,3,2,3
2023-02-01,S002,P0015,1925.9099999999999,1847,1333,58.821666666666665,58.90833333333334,11.666666666666666,277.8333333333333,7,Electronics,South,2,5,1,4
2023-02-01,S002,P0016,1971.8500000000001,1890,1395,57.288333333333334,57.11416666666667,8.333333333333334,305.5833333333333,4,Electronics,North,4,2,4,2
2023-02-01,S002,P0017,1455.99,1398,1045,54.4975,55.221666666666664,11.666666666666666,305.9166666666667,10,Clothing,West,3,5,3,1
2023-02-01,S002,P0018,2273.98,2250,1714,60.4125,61.01833333333334,9.166666666666666,297.5833333333333,4,Electronics,West,3,3,2,4
2023-02-01,S002,P0019,1421.86,1434,1373,51.568333333333335,51.39166666666667,10.0,273.75,7,Furniture,South,1,4,3,4
2023-02-01,S002,P0020,1538.02,1503,1408,43.333333333333336,43.59916666666666,10.0,224.91666666666666,6,Groceries,West,4,2,4,2
2023-02-01,S003,P0001,1778.51,1718,1395,37.785833333333336,36.36,11.25,309.1666666666667,3,Furniture,West,2,2,4,4
2023-02-01,S003,P0002,1796.41,1754,1210,51.45250000000001,51.600833333333334,8.333333333333334,281.0,8,Electronics,East,6,1,2,3
2023-02-01,S003,P0003,1172.74,1119,1143,49.85,50.115833333333335,8.333333333333334,242.0,4,Electronics,South,4,1,6,1
2023-02-01,S003,P0004,1522.23,1516,1231,42.92249999999999,42.30416666666667,6.25,321.75,6,Furniture,South,2,5,2,3
2023-02-01,S003,P0005,1677.49,1633,1266,51.01916666666667,50.943333333333335,11.666666666666666,281.0,6,Toys,West,5,1,2,4
2023-02-01,S003,P0006,2191.17,2151,1362,61.86416666666667,61.54583333333333,12.5,313.0833333333333,6,Furniture,South,1,2,4,5
2023-02-01,S003,P0007,1324.19,1243,1641,48.119166666666665,49.86416666666667,9.166666666666666,258.75,9,Electronics,South,3,4,2,3
2023-02-01,S003,P0008,1434.67,1390,1565,66.46333333333334,66.41666666666667,6.666666666666667,286.6666666666667,4,Clothing,North,1,3,4,4
2023-02-01,S003,P0009,1582.1799999999998,1521,1459,60.32,59.18,10.416666666666666,244.91666666666666,8,Groceries,South,3,3,4,2
2023-02-01,S003,P0010,1792.23,1788,1084,52.280833333333334,53.060833333333335,11.666666666666666,287.5,6,Furniture,East,1,5,2,4
2023-02-01,S003,P0011,1753.2,1670,1105,66.05333333333333,65.76,7.916666666666667,289.9166666666667,6,Furniture,West,5,3,1,3
2023-02-01,S003,P0012,1425.73,1384,1496,52.2125,53.17333333333334,10.833333333333334,235.0,5,Groceries,East,4,0,4,4
2023-02-01,S003,P0013,1454.98,1433,1242,71.04833333333333,70.8475,9.166666666666666,294.4166666666667,4,Toys,West,2,6,2,2
2023-02-01,S003,P0014,2383.62,2285,1427,54.9125,54.00333333333333,5.0,350.3333333333333,7,Groceries,East,5,2,2,3
2023-02-01,S003,P0015,2155.55,2133,1023,50.107499999999995,51.89083333333334,12.083333333333334,315.4166666666667,7,Groceries,North,4,4,2,2
2023-02-01,S003,P0016,2076.16,1982,1354,63.76500000000001,63.885,10.833333333333334,348.1666666666667,6,Furniture,West,4,1,4,3
2023-02-01,S003,P0017,1682.94,1565,1551,58.79083333333333,58.70083333333333,10.0,304.8333333333333,7,Electronics,East,1,5,2,4
2023-02-01,S003,P0018,1578.47,1564,1813,57.748333333333335,58.31333333333333,13.333333333333334,282.5833333333333,6,Toys,East,2,6,1,3
2023-02-01,S003,P0019,1340.78,1293,1141,56.8675,56.094166666666666,10.416666666666666,218.83333333333334,5,Furniture,North,4,3,3,2
2023-02-01,S003,P0020,2115.48,2084,974,54.1875,53.12583333333333,13.75,330.5,8,Toys,North,1,4,4,3
2023-02-01,S004,P0001,1042.99,973,1497,62.0925,61.88999999999999,6.666666666666667,238.25,2,Furniture,North,3,1,7,1
2023-02-01,S004,P0002,1171.01,1090,930,72.7375,72.46083333333333,12.083333333333334,283.1666666666667,7,Toys,West,6,4,1,1
2023-02-01,S004,P0003,2019.02,1939,1318,54.9775,56.384166666666665,8.75,323.3333333333333,8,Electronics,East,5,1,3,3
2023-02-01,S004,P0004,1611.11,1497,1466,62.23583333333334,61.23416666666666,12.083333333333334,259.0833333333333,6,Furniture,West,0,4,3,5
2023-02-01,S004,P0005,1440.81,1390,1160,60.81333333333333,61.06666666666666,9.583333333333334,258.5833333333333,5,Electronics,East,4,4,3,1
2023-02-01,S004,P0006,1879.56,1811,1659,46.5975,46.52333333333333,12.916666666666666,357.8333333333333,9,Groceries,East,2,2,4,4
2023-02-01,S004,P0007,2406.71,2349,1163,75.42166666666667,76.09583333333333,8.333333333333334,333.4166666666667,5,Furniture,North,4,0,7,1
2023-02-01,S004,P0008,1481.31,1431,1317,61.74333333333333,62.31916666666667,10.416666666666666,239.66666666666666,9,Toys,South,1,4,4,3
2023-02-01,S004,P0009,1040.56,917,1423,67.34750000000001,66.34833333333334,12.916666666666666,252.5,7,Toys,South,5,2,3,2
2023-02-01,S004,P0010,2396.65,2311,1237,47.96666666666667,46.4625,7.916666666666667,307.5833333333333,8,Clothing,South,3,3,0,6
2023-02-01,S004,P0011,1457.22,1336,1389,52.47833333333333,52.81,12.083333333333334,184.0,9,Clothing,East,1,1,4,6
2023-02-01,S004,P0012,1148.84,1069,1563,61.534166666666664,61.43333333333334,9.583333333333334,243.91666666666666,7,Groceries,North,3,4,3,2
2023-02-01,S004,P0013,1507.85,1405,1094,56.785833333333336,57.139166666666675,10.0,295.6666666666667,6,Clothing,East,4,4,2,2
2023-02-01,S004,P0014,1265.42,1164,1505,68.23916666666666,68.29166666666667,12.083333333333334,280.5833333333333,6,Furniture,East,4,4,1,3
2023-02-01,S004,P0015,1496.2,1431,950,47.4925,46.715,14.166666666666666,269.1666666666667,10,Clothing,West,1,3,2,6
2023-02-01,S004,P0016,2311.63,2257,1003,48.4625,46.968333333333334,12.083333333333334,316.4166666666667,9,Groceries,North,4,2,4,2
2023-02-01,S004,P0017,1833.08,1808,1312,53.593333333333334,52.225833333333334,6.25,259.4166666666667,6,Clothing,East,4,3,4,1
2023-02-01,S004,P0018,1624.58,1560,1541,57.95916666666667,58.37833333333333,10.0,290.25,3,Electronics,East,3,3,4,2
2023-02-01,S004,P0019,2229.01,2220,1474,46.850833333333334,46.415,8.75,307.1666666666667,4,Furniture,West,3,3,5,1
2023-02-01,S004,P0020,1494.86,1495,1359,64.25333333333333,63.895833333333336,8.75,195.66666666666666,5,Electronics,North,1,5,5,1
2023-02-01,S005,P0001,1556.23,1489,1388,46.935833333333335,47.083333333333336,12.5,244.08333333333334,7,Clothing,South,1,7,3,1
2023-02-01,S005,P0002,1451.27,1434,1244,58.4575,57.11333333333334,12.5,220.58333333333334,4,Clothing,South,5,1,5,1
2023-02-01,S005,P0003,2038.17,1978,1057,54.60166666666667,54.45583333333334,9.583333333333334,301.8333333333333,6,Furniture,West,2,6,1,3
2023-02-01,S005,P0004,2177.61,2035,1177,52.288333333333334,52.18666666666667,9.166666666666666,291.3333333333333,9,Furniture,West,2,3,4,3
2023-02-01,S005,P0005,2613.41,2568,1416,65.29,65.51,8.333333333333334,295.5833333333333,6,Electronics,East,3,2,4,3
2023-02-01,S005,P0006,1300.09,1232,1356,54.19916666666666,53.01416666666666,5.416666666666667,227.58333333333334,8,Clothing,South,3,5,3,1
2023-02-01,S005,P0007,2335.71,2314,1457,45.267500000000005,45.69416666666667,10.833333333333334,325.4166666666667,5,Groceries,North,3,3,4,2
2023-02-01,S005,P0008,1330.36,1261,1066,55.31916666666667,56.59833333333333,5.416666666666667,248.5,4,Electronics,East,3,5,2,2
2023-02-01,S005,P0009,1626.86,1537,1071,54.030833333333334,52.55083333333334,7.5,230.33333333333334,6,Toys,North,3,3,1,5
2023-02-01,S005,P0010,1917.31,1910,1277,57.7875,56.68,5.0,293.0833333333333,5,Electronics,North,2,3,5,2
2023-02-01,S005,P0011,1289.56,1240,1203,54.580000000000005,54.01416666666666,6.666666666666667,259.5833333333333,6,Furniture,North,4,2,4,2
2023-02-01,S005,P0012,1682.52,1664,1312,51.46666666666667,50.419999999999995,8.75,265.5,6,Toys,South,7,0,3,2
2023-02-01,S005,P0013,2029.26,1961,948,44.535,45.74166666666667,8.333333333333334,302.0,7,Electronics,West,6,3,1,2
2023-02-01,S005,P0014,1529.32,1467,1247,54.13166666666667,53.53,7.5,253.91666666666666,6,Electronics,South,3,1,4,4
2023-02-01,S005,P0015,2250.66,2195,1240,60.30583333333333,60.214166666666664,12.083333333333334,310.6666666666667,5,Clothing,East,1,4,3,4
2023-02-01,S005,P0016,1592.06,1489,1186,47.23,46.93,9.583333333333334,288.1666666666667,4,Groceries,West,2,4,4,2
2023-02-01,S005,P0017,1377.22,1289,1143,51.86416666666667,52.655833333333334,15.0,217.5,7,Groceries,North,5,1,3,3
2023-02-01,S005,P0018,2466.18,2385,1366,55.64000000000001,56.336666666666666,9.166666666666666,357.75,7,Groceries,East,5,2,3,2
2023-02-01,S005,P0019,2504.61,2426,1363,50.87166666666667,51.854166666666664,9.166666666666666,304.8333333333333,8,Electronics,North,2,2,4,4
2023-02-01,S005,P0020,1309.56,1236,1612,60.03916666666667,60.69583333333333,7.5,214.91666666666666,8,Electronics,South,6,4,0,2
2023-03-01,S001,P0001,2125.93,2011,1457,52.0925,51.75666666666667,12.083333333333334,316.8333333333333,6,Electronics,East,3,2,2,5
2023-03-01,S001,P0002,1435.22,1393,1293,60.975833333333334,60.91416666666667,10.416666666666666,293.6666666666667,5,Groceries,East,3,3,3,3
2023-03-01,S001,P0003,1755.49,1659,1434,56.25666666666667,57.50333333333333,12.083333333333334,204.66666666666666,4,Toys,North,3,2,4,3
2023-03-01,S001,P0004,1639.26,1561,1473,50.155833333333334,49.7725,10.0,262.25,5,Furniture,North,2,5,2,3
2023-03-01,S001,P0005,1691.07,1575,1608,46.2925,47.2575,9.166666666666666,227.66666666666666,6,Groceries,North,5,2,2,3
2023-03-01,S001,P0006,1283.3700000000001,1212,1437,45.185833333333335,44.27166666666667,9.166666666666666,285.75,5,Clothing,South,6,2,2,2
2023-03-01,S001,P0007,2157.73,2098,1407,47.635,46.69833333333333,12.083333333333334,296.8333333333333,5,Electronics,East,2,4,5,1
2023-03-01,S001,P0008,1399.48,1345,1144,42.66916666666666,41.91916666666667,11.666666666666666,272.0833333333333,7,Electronics,East,5,3,1,3
2023-03-01,S001,P0009,1537.45,1495,1539,63.9025,64.21916666666667,11.25,341.4166666666667,8,Toys,North,1,5,4,2
2023-03-01,S001,P0010,2125.5699999999997,2113,883,56.42583333333334,56.695,6.666666666666667,312.9166666666667,3,Electronics,South,3,4,4,1
2023-03-01,S001,P0011,1827.26,1724,1339,49.71083333333333,48.8675,10.833333333333334,263.25,6,Toys,West,2,2,4,4
2023-03-01,S001,P0012,1329.46,1299,1226,60.635,60.49,11.25,315.4166666666667,11,Toys,North,4,0,5,3
2023-03-01,S001,P0013,1757.54,1647,1403,51.32750000000001,51.3425,7.916666666666667,237.58333333333334,4,Furniture,West,3,3,4,2
2023-03-01,S001,P0014,2046.02,1977,1172,50.03333333333333,49.5,10.416666666666666,355.25,6,Toys,South,4,2,4,2
2023-03-01,S001,P0015,2535.29,2496,1312,55.7275,56.64000000000001,10.833333333333334,318.5833333333333,6,Clothing,South,1,3,1,7
2023-03-01,S001,P0016,1983.12,1966,1559,56.729166666666664,56.553333333333335,8.75,252.91666666666666,7,Clothing,South,2,4,4,2
2023-03-01,S001,P0017,1757.07,1653,1127,49.555,49.336666666666666,10.416666666666666,327.75,5,Toys,South,4,2,2,4
2023-03-01,S001,P0018,1644.29,1567,1257,63.855,64.835,13.333333333333334,309.4166666666667,6,Furniture,West,2,3,2,5
2023-03-01,S001,P0019,1585.02,1563,1291,53.76083333333333,53.64666666666667,9.583333333333334,327.3333333333333,7,Groceries,East,6,2,1,3
2023-03-01,S001,P0020,1518.17,1396,1507,47.73833333333334,48.265833333333326,9.166666666666666,242.75,7,Clothing,South,4,1,2,5
2023-03-01,S002,P0001,1196.6200000000001,1165,1444,54.05666666666667,53.60333333333333,12.083333333333334,231.16666666666666,6,Toys,East,6,1,1,4
2023-03-01,S002,P0002,2093.54,2057,1329,42.055,41.8025,11.666666666666666,292.5833333333333,8,Furniture,East,4,2,3,3
2023-03-01,S002,P0003,2554.02,2524,1107,55.38583333333333,55.645,10.833333333333334,339.4166666666667,6,Clothing,North,3,3,1,5
2023-03-01,S002,P0004,974.55,943,1197,40.946666666666665,40.40416666666667,10.833333333333334,199.0,8,Groceries,North,2,3,3,4
2023-03-01,S002,P0005,2084.02,2007,1289,55.69916666666666,56.07749999999999,10.416666666666666,283.75,4,Electronics,North,3,5,0,4
2023-03-01,S002,P0006,1278.8,1245,1078,45.06666666666666,45.0925,10.0,214.25,6,Furniture,East,5,3,1,3
2023-03-01,S002,P0007,1694.28,1648,1114,55.09833333333333,55.26916666666667,10.833333333333334,354.75,5,Furniture,North,2,6,2,2
2023-03-01,S002,P0008,1457.85,1372,1449,60.083333333333336,60.3225,10.833333333333334,284.0,6,Furniture,West,2,6,3,1
2023-03-01,S002,P0009,1840.58,1806,1413,52.245000000000005,50.68,10.0,251.0,7,Electronics,West,4,1,3,4
2023-03-01,S002,P0010,1445.41,1353,1551,58.870000000000005,60.405833333333334,9.583333333333334,244.5,8,Groceries,East,4,1,3,4
2023-03-01,S002,P0011,2095.8,2002,1348,58.82416666666666,58.82,9.166666666666666,287.8333333333333,7,Furniture,South,1,5,5,1
2023-03-01,S002,P0012,2084.79,2062,1242,43.57,42.1575,12.5,350.75,2,Toys,North,6,1,4,1
2023-03-01,S002,P0013,1589.41,1470,1368,63.1775,63.7925,10.0,288.75,6,Toys,South,1,4,2,5
2023-03-01,S002,P0014,1131.25,1122,1693,54.465,53.68083333333333,9.166666666666666,256.75,4,Groceries,South,3,3,2,4
2023-03-01,S002,P0015,1394.44,1374,1153,49.2425,49.67583333333334,4.166666666666667,232.58333333333334,4,Furniture,East,3,4,0,5
2023-03-01,S002,P0016,2162.5099999999998,2137,1140,63.39833333333333,63.26083333333333,7.083333333333333,335.5,4,Electronics,South,3,3,3,3
2023-03-01,S002,P0017,1365.74,1333,1426,49.199999999999996,48.73333333333333,8.333333333333334,256.4166666666667,7,Groceries,East,2,5,4,1
2023-03-01,S002,P0018,1288.74,1224,1186,61.39333333333334,62.88999999999999,10.416666666666666,266.6666666666667,2,Electronics,West,1,0,4,7
2023-03-01,S002,P0019,1733.5,1634,1127,57.57583333333333,57.91166666666667,7.5,223.25,7,Groceries,North,4,3,2,3
2023-03-01,S002,P0020,1919.09,1854,1457,64.91,64.01583333333333,11.25,269.25,4,Electronics,West,1,4,4,3
2023-03-01,S003,P0001,1819.35,1728,1453,43.15,43.1325,9.583333333333334,315.1666666666667,7,Toys,East,3,3,2,4
2023-03-01,S003,P0002,2222.42,2178,1516,40.388333333333335,39.354166666666664,10.0,322.5,8,Electronics,East,5,0,4,3
2023-03-01,S003,P0003,1883.81,1788,1406,59.04,59.291666666666664,11.25,272.1666666666667,4,Furniture,South,5,1,5,1
2023-03-01,S003,P0004,2093.06,2083,1400,53.065,53.229166666666664,15.0,280.0833333333333,7,Toys,North,4,1,2,5
2023-03-01,S003,P0005,1804.9,1774,1096,63.145833333333336,64.02,10.416666666666666,245.58333333333334,7,Furniture,West,2,2,3,5
2023-03-01,S003,P0006,1447.6299999999999,1421,976,63.37,62.58416666666667,12.5,236.91666666666666,3,Groceries,North,1,5,1,5
2023-03-01,S003,P0007,1617.05,1533,1196,69.19666666666667,67.745,11.25,241.5,2,Clothing,South,2,2,6,2
2023-03-01,S003,P0008,2300.13,2231,1324,50.695,49.19166666666666,11.25,330.9166666666667,4,Clothing,South,3,2,5,2
2023-03-01,S003,P0009,1228.09,1219,1272,52.590833333333336,52.48333333333333,9.166666666666666,266.25,7,Groceries,North,3,3,4,2
2023-03-01,S003,P0010,2414.78,2353,1187,67.145,67.32666666666667,10.416666666666666,340.9166666666667,5,Electronics,West,2,3,5,2
2023-03-01,S003,P0011,2448.14,2361,1152,64.21249999999999,63.82416666666666,10.833333333333334,309.5833333333333,4,Toys,West,3,4,2,3
2023-03-01,S003,P0012,1210.7,1163,918,59.08916666666667,58.288333333333334,12.083333333333334,226.0,4,Groceries,North,2,3,5,2
2023-03-01,S003,P0013,1480.5900000000001,1449,1723,49.50833333333333,49.3375,7.083333333333333,242.25,6,Electronics,South,2,3,4,3
